images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
9773,93.16563184283227,92.9397738667758,92.6943190422593,92.68423616085134,92.4383935332037,92.09094239230532,91.86596746137316,91.48710631331221,90.75998976772743,89.4916801391589,87.90599406528192
