category,sub-category,images,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42
Dangerous warning,Dangerous warning,2228,93.26864452423699,81.32893177737883,77.19900359066426,68.44491921005385,57.496274685816886,46.09587522441651,31.911979353680426,16.336458707360862,8.12366696588869,2.7825807899461394,0.8083438061041291
Regularoty,Priority ,1041,96.63860710854948,89.33484149855907,87.992497598463,85.01436119116235,78.09954851104706,71.08656099903938,54.94754082612873,38.809490874159465,19.40514889529299,9.31778097982709,4.514351585014409
Regularoty,Prohibitory,3957,95.4017285822593,81.24689916603486,73.84391458175384,65.30155420773312,56.026242102602986,43.31544351781654,28.606613596158702,15.693464746019709,5.661731109426333,1.415511751326763,0.5311801870103614
Regularoty,Mandatory,1203,96.09128844555276,89.27592684954284,83.2915876974231,77.22518703241894,67.16600997506235,52.784929343308384,33.58320864505403,17.706774729842067,6.816051537822111,1.9114962593516212,0.7483125519534497
Regularoty,Special regulations,1344,91.51618303571428,80.13541666666667,74.25657738095236,69.41744791666666,59.59786458333334,50.001361607142854,39.805133928571415,27.753415178571423,22.47175595238095,16.36877232142857,12.352723214285714
