category,images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
Dangerous warning,2228,93.26864452423699,81.32893177737883,77.19900359066426,68.44491921005385,57.496274685816886,46.09587522441651,31.911979353680426,16.336458707360862,8.12366696588869,2.7825807899461394,0.8083438061041291
Regularoty,7545,94.99019218025181,83.44499536116633,77.3759019218025,70.65568588469185,61.48412326043737,49.84790192180252,35.02921935056328,21.352095427435383,10.736379058979455,5.248528827037773,3.221153081510934
