category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,92.72820466786355,91.69581238779173,91.3378052064632,88.55465888689407,87.79367594254936,84.96548922800716,85.1429488330341,82.7193132854578,79.48942998204667,79.0392773788151,76.92852782764813
Regularoty,7545,94.57888800530152,93.2929662027833,92.00803578528827,90.17911994698477,88.01842412193506,85.85804373757456,83.60515970841618,80.98031146454605,79.13827700463884,76.80607952286282,73.96891053677933
