class,filters,error
50,Original,94.93
31,Original,88.33
67,Original,100.0
75,Original,84.31
32,Original,96.35
16,Original,91.94
74,Original,95.15
23,Original,96.31
72,Original,97.67
39,Original,90.91
60,Original,92.06
52,Original,95.66
70,Original,100.0
11,Original,84.44
79,Original,91.26
90,Original,97.41
30,Original,98.38
57,Original,91.33
15,Original,93.04
78,Original,98.48
46,Original,96.86
86,Original,95.51
28,Original,97.27
35,Original,88.57
87,Original,87.34
48,Original,93.52
55,Original,93.94
61,Original,94.64
97,Original,85.71
45,Original,98.87
53,Original,89.08
41,Original,93.81
66,Original,85.38
12,Original,90.82
63,Original,95.11
37,Original,94.96
21,Original,84.95
27,Original,0.0
51,Original,96.71
83,Original,97.44
77,Original,82.61
7,Original,87.5
42,Original,96.15
76,Original,83.33
10,Original,76.92
40,Original,93.62
1,Original,93.18
71,Original,100.0
100,Original,50.0
43,Original,94.44
6,Original,86.67
20,Original,97.84
34,Original,100.0
65,Original,44.44
56,Original,79.17
36,Original,98.7
33,Original,83.33
49,Original,91.07
91,Original,94.92
2,Original,75.93
4,Original,88.89
25,Original,76.19
62,Original,78.79
19,Original,90.57
68,Original,91.67
81,Original,83.33
22,Original,81.54
0,Original,95.12
38,Original,77.78
58,Original,91.67
84,Original,0.0
92,Original,41.67
59,Original,100.0
82,Original,100.0
26,Original,90.91
47,Original,85.19
102,Original,92.0
98,Original,0.0
29,Original,85.96
73,Original,97.96
93,Original,62.07
88,Original,78.57
24,Original,80.0
69,Original,90.91
18,Original,80.0
3,Original,57.14
89,Original,37.5
17,Original,76.92
99,Original,84.21
85,Original,11.11
5,Original,85.71
64,Original,45.45
95,Original,0.0
94,Original,0.0
101,Original,100.0
54,Original,43.75
44,Original,71.43
96,Original,42.86
9,Original,33.33
13,Original,25.0
80,Original,100.0
14,Original,33.33
8,Original,0.0
