category,images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
Dangerous warning,2228,90.26185368043087,86.22031867145421,85.1886894075404,83.12181328545782,80.47633752244165,75.53863554757632,64.22806104129263,50.853649012567324,32.854156193895875,11.264340215439855,0.8527378815080792
Regularoty,7545,93.38679257786615,91.26540092776673,89.95298343273691,88.38997879390324,85.52768190854871,81.66983432736912,75.95637243207423,65.62002385685885,50.669378396288934,27.55439496355202,3.4061802518223994
