images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
9773,92.67438452880387,90.11524813261026,88.86684334390668,87.18896858692315,84.37610150414407,80.27207408165353,73.28261025273713,62.25365906067738,46.6079525222552,23.84066919062724,2.8240591425355577
