category,images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
Dangerous warning,2228,90.7545960502693,87.7921409335727,87.34187163375225,84.8749147217235,81.95719030520645,77.19762567324958,70.87060143626573,56.46212746858168,37.52313734290843,14.586701077199283,0.4938644524236984
Regularoty,7545,93.21379589131877,90.7482703777336,89.43668124585818,87.6345328031809,85.16969118621604,81.32565540092776,76.13007952286281,66.99843605036449,51.87539032471835,31.83525248508946,3.6046308813783954
