class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
21,96.77,94.62,93.55,87.1,90.32,80.65,74.19,45.16,33.33,5.38,0.0,93
22,83.08,80.0,81.54,83.08,81.54,78.46,80.0,69.23,53.85,12.31,0.0,65
23,94.46,95.69,94.15,94.77,89.85,84.92,78.77,65.23,35.08,4.92,0.0,325
24,80.0,60.0,60.0,55.0,40.0,30.0,20.0,5.0,0.0,0.0,0.0,20
25,85.71,71.43,57.14,61.9,52.38,42.86,28.57,14.29,9.52,0.0,0.0,21
26,90.91,90.91,90.91,81.82,90.91,68.18,36.36,22.73,0.0,0.0,0.0,22
27,5.88,0.0,11.76,11.76,11.76,5.88,17.65,5.88,5.88,0.0,0.0,17
28,96.88,97.27,95.7,95.31,93.75,94.14,92.58,90.23,81.25,60.55,3.52,256
29,80.7,63.16,59.65,49.12,45.61,36.84,22.81,19.3,5.26,0.0,0.0,57
30,98.14,97.45,97.45,97.22,96.98,96.06,94.9,92.34,87.94,74.01,6.5,431
31,92.22,94.44,91.67,91.11,90.0,89.44,90.56,85.0,74.44,58.89,20.56,180
32,96.35,96.91,95.51,94.94,96.07,95.22,94.66,94.1,89.89,76.4,3.65,356
33,83.33,72.22,66.67,66.67,50.0,27.78,16.67,22.22,0.0,0.0,0.0,18
34,100.0,100.0,100.0,100.0,100.0,100.0,76.19,66.67,33.33,0.0,0.0,21
35,91.43,91.43,85.71,82.86,80.0,74.29,57.14,51.43,37.14,11.43,0.0,35
36,98.7,95.45,95.45,94.81,93.51,94.16,90.91,81.17,72.08,44.16,0.0,154
37,97.12,97.12,97.84,96.4,97.12,93.53,92.81,85.61,60.43,43.17,1.44,139
38,66.67,66.67,66.67,66.67,66.67,66.67,77.78,33.33,11.11,11.11,0.0,9
39,78.79,72.73,75.76,75.76,66.67,72.73,39.39,42.42,15.15,12.12,0.0,33
40,93.62,85.11,89.36,82.98,80.85,76.6,63.83,51.06,31.91,8.51,0.0,47
41,92.78,92.78,92.78,88.66,89.69,87.63,79.38,68.04,40.21,13.4,0.0,97
42,89.74,89.74,88.46,84.62,89.74,83.33,73.08,67.95,48.72,23.08,0.0,78
43,90.74,85.19,90.74,87.04,83.33,83.33,75.93,68.52,51.85,20.37,0.0,54
44,85.71,71.43,71.43,85.71,71.43,85.71,71.43,42.86,14.29,0.0,0.0,7
45,100.0,98.49,97.36,97.36,95.47,89.81,88.3,80.38,60.38,26.04,0.0,265
46,97.25,95.69,95.29,95.69,93.73,90.59,85.1,76.86,56.86,17.65,0.0,255
47,81.48,81.48,70.37,70.37,70.37,55.56,40.74,22.22,11.11,0.0,0.0,27
48,92.9,92.28,91.05,90.74,89.2,86.42,84.26,75.0,56.79,29.01,1.54,324
49,85.71,83.93,78.57,76.79,76.79,75.0,60.71,48.21,21.43,1.79,0.0,56
50,93.72,87.68,85.51,83.09,76.81,71.26,63.04,53.62,36.23,16.18,0.24,414
51,94.24,90.12,89.3,83.13,80.25,70.37,63.79,50.62,33.33,20.99,1.23,243
52,94.63,93.6,92.56,90.5,89.46,89.26,85.33,77.07,63.22,37.81,1.03,484
53,88.24,81.09,79.83,78.99,73.53,65.55,58.82,47.06,34.03,11.76,0.42,238
54,56.25,50.0,31.25,31.25,25.0,12.5,18.75,18.75,0.0,0.0,0.0,16
55,93.07,88.31,83.55,82.25,72.73,67.53,54.55,35.93,21.21,3.46,0.0,231
56,75.0,58.33,58.33,58.33,58.33,54.17,45.83,45.83,37.5,16.67,0.0,24
57,94.9,87.24,84.69,80.1,76.53,65.31,59.18,40.31,18.88,4.08,0.0,196
58,83.33,91.67,100.0,75.0,75.0,50.0,50.0,33.33,0.0,0.0,0.0,12
59,100.0,100.0,100.0,96.3,96.3,88.89,70.37,66.67,29.63,3.7,0.0,27
60,96.83,80.95,80.95,65.08,61.9,60.32,46.03,36.51,1.59,0.0,0.0,63
61,91.07,100.0,91.07,85.71,85.71,75.0,73.21,41.07,23.21,5.36,1.79,56
62,78.79,81.82,72.73,66.67,66.67,60.61,45.45,36.36,18.18,6.06,0.0,33
63,93.33,91.56,92.44,93.33,90.22,90.22,88.89,85.78,83.11,68.0,1.78,225
64,54.55,36.36,36.36,36.36,18.18,27.27,27.27,0.0,0.0,0.0,0.0,11
65,44.44,22.22,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
66,83.85,85.38,81.54,84.62,83.08,80.0,80.0,71.54,74.62,68.46,13.85,130
67,100.0,99.44,100.0,98.33,96.67,93.33,87.78,75.56,52.22,17.22,0.0,180
68,91.67,88.89,88.89,83.33,75.0,58.33,47.22,30.56,2.78,2.78,0.0,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,81.82,18.18,0.0,0.0,11
70,100.0,100.0,98.28,100.0,98.28,91.38,86.21,79.31,50.0,18.97,0.0,58
71,100.0,95.83,95.83,87.5,75.0,54.17,50.0,29.17,20.83,0.0,0.0,24
72,95.35,96.51,95.35,91.86,90.7,86.05,83.72,67.44,40.7,16.28,0.0,86
73,97.96,95.92,93.88,93.88,91.84,85.71,85.71,73.47,40.82,12.24,0.0,49
74,96.12,93.69,93.2,92.72,87.38,80.1,75.73,66.99,48.54,24.76,1.94,206
75,80.39,80.39,78.43,76.47,76.47,68.63,68.63,64.71,45.1,11.76,0.0,51
76,83.33,77.78,66.67,61.11,61.11,55.56,33.33,38.89,22.22,0.0,0.0,18
77,90.58,82.61,78.26,76.09,70.29,65.22,59.42,41.3,23.91,3.62,0.0,138
78,96.95,96.95,95.94,93.91,89.85,89.34,79.7,67.51,42.64,17.77,0.0,197
79,93.2,92.23,94.17,90.29,89.32,85.44,76.7,61.17,42.72,6.8,0.0,103
80,100.0,100.0,100.0,100.0,100.0,66.67,100.0,0.0,0.0,0.0,0.0,3
81,88.89,83.33,86.11,83.33,83.33,83.33,66.67,47.22,5.56,0.0,0.0,36
82,71.43,71.43,71.43,57.14,57.14,71.43,14.29,28.57,0.0,0.0,0.0,7
83,96.15,93.59,93.59,92.31,89.74,88.46,83.33,62.82,38.46,17.95,1.28,78
84,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
86,91.57,92.13,91.57,89.89,85.96,82.58,79.78,68.54,48.88,23.03,0.56,178
87,89.87,73.42,70.89,66.46,55.7,48.73,37.97,31.65,16.46,3.16,0.0,158
88,75.0,67.86,71.43,64.29,57.14,53.57,57.14,50.0,35.71,14.29,0.0,28
89,25.0,25.0,37.5,12.5,37.5,25.0,0.0,12.5,0.0,0.0,0.0,8
90,97.9,97.41,97.09,96.76,96.93,95.95,94.82,92.56,87.38,75.57,23.3,618
91,89.83,88.14,86.44,86.44,76.27,71.19,64.41,49.15,30.51,15.25,1.69,59
92,41.67,41.67,33.33,16.67,25.0,25.0,8.33,0.0,0.0,0.0,0.0,12
93,74.14,68.97,63.79,50.0,43.1,41.38,29.31,10.34,12.07,1.72,0.0,58
94,66.67,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,57.14,42.86,57.14,42.86,42.86,42.86,28.57,0.0,0.0,0.0,7
97,80.95,77.78,71.43,65.08,73.02,58.73,47.62,30.16,17.46,9.52,4.76,63
98,33.33,33.33,0.0,33.33,33.33,66.67,0.0,0.0,0.0,33.33,0.0,3
99,84.21,84.21,78.95,78.95,78.95,73.68,68.42,31.58,0.0,0.0,0.0,19
100,50.0,50.0,50.0,50.0,50.0,33.33,16.67,0.0,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,60.0,20.0,0.0,5
102,92.0,84.0,84.0,88.0,80.0,56.0,32.0,20.0,8.0,0.0,0.0,25
