images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
9773,92.6531597257751,90.07434666939527,88.95911695487568,87.00540877928987,84.43732119103653,80.38456768648317,74.9310498311675,64.59642075104881,48.6034349739077,27.90301340427709,2.895453801289266
