images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,95.07829632661414,41.512435280875884,35.107152358538826,46.014318019032025,62.222802619461795,24.813156656093316
