class,filters,error
30,fogsnow,71.23
90,fogsnow,53.72
78,fogsnow,25.89
46,fogsnow,25.88
72,fogsnow,37.21
0,fogsnow,38.21
79,fogsnow,33.01
23,fogsnow,48.62
36,fogsnow,61.69
55,fogsnow,6.93
43,fogsnow,40.74
52,fogsnow,34.3
42,fogsnow,35.9
87,fogsnow,22.15
48,fogsnow,36.73
66,fogsnow,21.54
49,fogsnow,26.79
50,fogsnow,40.34
53,fogsnow,11.76
32,fogsnow,46.07
77,fogsnow,45.65
16,fogsnow,49.08
58,fogsnow,8.33
15,fogsnow,31.01
31,fogsnow,35.56
41,fogsnow,48.45
28,fogsnow,30.86
63,fogsnow,32.0
57,fogsnow,18.37
99,fogsnow,31.58
86,fogsnow,18.54
73,fogsnow,59.18
25,fogsnow,23.81
74,fogsnow,52.91
64,fogsnow,0.0
75,fogsnow,41.18
20,fogsnow,50.22
11,fogsnow,13.33
102,fogsnow,32.0
71,fogsnow,16.67
3,fogsnow,19.05
6,fogsnow,20.0
67,fogsnow,23.33
51,fogsnow,26.75
61,fogsnow,17.86
45,fogsnow,41.51
97,fogsnow,47.62
2,fogsnow,31.48
60,fogsnow,33.33
37,fogsnow,11.51
12,fogsnow,30.61
89,fogsnow,12.5
1,fogsnow,29.55
83,fogsnow,8.97
93,fogsnow,10.34
92,fogsnow,0.0
68,fogsnow,38.89
70,fogsnow,22.41
39,fogsnow,42.42
56,fogsnow,0.0
19,fogsnow,12.26
34,fogsnow,23.81
10,fogsnow,7.69
7,fogsnow,7.5
21,fogsnow,25.81
29,fogsnow,22.81
35,fogsnow,11.43
17,fogsnow,25.0
38,fogsnow,33.33
88,fogsnow,14.29
95,fogsnow,0.0
33,fogsnow,66.67
100,fogsnow,0.0
91,fogsnow,32.2
5,fogsnow,28.57
47,fogsnow,7.41
22,fogsnow,53.85
62,fogsnow,18.18
96,fogsnow,28.57
27,fogsnow,11.76
59,fogsnow,3.7
54,fogsnow,0.0
76,fogsnow,16.67
26,fogsnow,22.73
40,fogsnow,34.04
65,fogsnow,0.0
81,fogsnow,25.0
13,fogsnow,0.0
101,fogsnow,40.0
4,fogsnow,11.11
85,fogsnow,0.0
82,fogsnow,28.57
24,fogsnow,10.0
8,fogsnow,0.0
69,fogsnow,27.27
80,fogsnow,33.33
44,fogsnow,57.14
14,fogsnow,0.0
18,fogsnow,20.0
98,fogsnow,0.0
94,fogsnow,33.33
84,fogsnow,0.0
9,fogsnow,0.0
