category,images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
Dangerous warning,2228,93.89673249551166,44.61441651705566,35.23374326750448,43.80602333931777,65.75430879712748,28.679901256732492
Regularoty,7545,95.42720609675281,40.59643605036448,35.06977070907886,46.66641616964877,61.17996686547384,23.671326706428097
