images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
9773,92.57121252430164,63.307189194720145,64.43225519287833,72.18873938401718,72.12793819707356,51.35596541491865
