category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,90.48525583482945,67.77231149012569,59.4253590664273,69.03016606822263,71.99334380610414,48.34038599640934
Regularoty,Priority ,1041,96.15807877041307,80.31088376560999,80.30766570605188,84.24885686839576,82.421469740634,68.58945244956773
Regularoty,Prohibitory,3957,92.89812231488501,64.92332575183221,61.43408895628,69.82519838261308,70.68486479656305,47.63626484710638
Regularoty,Mandatory,1203,95.01275976724854,52.866142975893595,67.83216957605984,75.2269077306733,74.73141313383208,57.27344139650873
Regularoty,Special regulations,1344,90.10307291666668,47.32235863095238,66.21998511904762,72.32291666666666,66.29651785714286,48.661607142857136
