category,images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
Dangerous warning,2228,90.75403500897666,71.05021095152601,59.2901750448833,69.29975314183122,72.8887881508079,48.698810592459616
Regularoty,7545,93.63795626242545,75.41428363154405,67.01164214711731,76.38181974817762,76.97770974155071,49.41014844267727
