class,filters,error
86,Original,94.38
23,Original,96.62
43,Original,94.44
30,Original,98.14
53,Original,87.39
90,Original,96.76
66,Original,80.0
76,Original,83.33
78,Original,98.48
52,Original,96.49
21,Original,92.47
37,Original,95.68
72,Original,93.02
19,Original,91.51
26,Original,90.91
41,Original,90.72
2,Original,87.04
51,Original,95.47
35,Original,85.71
10,Original,84.62
63,Original,94.67
36,Original,100.0
79,Original,95.15
40,Original,82.98
97,Original,73.02
32,Original,96.07
68,Original,94.44
15,Original,92.41
0,Original,97.56
5,Original,85.71
55,Original,98.27
74,Original,96.12
42,Original,89.74
61,Original,92.86
6,Original,93.33
47,Original,85.19
91,Original,91.53
28,Original,96.48
87,Original,83.54
46,Original,96.08
73,Original,93.88
44,Original,71.43
77,Original,86.23
48,Original,92.28
67,Original,100.0
12,Original,89.8
20,Original,98.7
16,Original,92.31
1,Original,88.64
24,Original,80.0
57,Original,90.31
99,Original,84.21
83,Original,94.87
50,Original,94.2
29,Original,77.19
70,Original,98.28
71,Original,100.0
60,Original,95.24
65,Original,100.0
56,Original,75.0
17,Original,75.0
45,Original,98.87
49,Original,85.71
31,Original,93.89
59,Original,100.0
7,Original,80.0
92,Original,25.0
62,Original,84.85
102,Original,96.0
75,Original,94.12
22,Original,78.46
25,Original,76.19
34,Original,100.0
93,Original,62.07
64,Original,63.64
33,Original,83.33
89,Original,75.0
96,Original,14.29
39,Original,90.91
11,Original,88.89
81,Original,83.33
38,Original,77.78
85,Original,11.11
80,Original,100.0
3,Original,52.38
54,Original,43.75
101,Original,100.0
94,Original,33.33
8,Original,66.67
13,Original,100.0
95,Original,33.33
88,Original,82.14
69,Original,72.73
98,Original,66.67
100,Original,0.0
18,Original,0.0
27,Original,11.76
4,Original,77.78
84,Original,0.0
14,Original,0.0
82,Original,100.0
58,Original,75.0
9,Original,33.33
