category,images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
Dangerous warning,2228,90.21679982046679,89.90143177737882,89.58752692998205,89.81043087971274,89.36241921005387,89.49729802513465,89.09314631956913,88.73429982046679,87.70302064631956,88.2858617594255,87.9714631956912
Regularoty,7545,93.22666269052353,93.0419602385686,92.72454208084825,92.96312789927106,92.3664731610338,92.29852352551359,92.02108813783964,91.98205566600399,91.86278595096091,91.94149635520212,91.57003180914512
