category,sub-category,images,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42
Dangerous warning,Dangerous warning,2228,90.21679982046679,89.90143177737882,89.58752692998205,89.81043087971274,89.36241921005387,89.49729802513465,89.09314631956913,88.73429982046679,87.70302064631956,88.2858617594255,87.9714631956912
Regularoty,Priority ,1041,96.63772334293948,96.54177713736792,96.35051873198847,96.54098943323729,96.15742555235352,96.25170028818445,95.58178674351585,95.96709894332373,95.77557156580211,96.44496637848223,95.77453410182517
Regularoty,Prohibitory,3957,93.55501895375285,93.43031589588072,92.84913065453627,93.05147333838767,92.41941622441244,92.19018195602729,91.8379605761941,91.86317412180946,91.66051554207733,91.50800101086682,90.9524260803639
Regularoty,Mandatory,1203,94.2632003325021,94.51229426433918,94.09836242726519,94.26492103075644,94.18053200332503,94.01440565253534,93.59783042394017,93.34885286783043,94.09815461346633,92.93386533665836,93.51437240232752
Regularoty,Special regulations,1344,88.69007440476192,87.87168898809526,88.31952380952382,88.76655505952384,87.65055803571433,88.0196875,88.39097470238096,88.02203125000003,87.42679315476192,88.84135416666668,88.3914136904762
