images,Original_model_52_ideal,Original_model_49_ideal,Original_model_42_ideal,fognight_model_52_ideal,fognight_model_49_ideal,fognight_model_42_ideal,fogsnow_model_52_ideal,fogsnow_model_49_ideal,fogsnow_model_42_ideal,fograin_model_52_ideal,fograin_model_49_ideal,fograin_model_42_ideal,rainnight_model_52_ideal,rainnight_model_49_ideal,rainnight_model_42_ideal,snownight_model_52_ideal,snownight_model_49_ideal,snownight_model_42_ideal
9773,94.55573007264913,94.45495651284149,94.6999007469559,39.90605136600839,38.71867082779085,42.68949452573416,40.048939936559904,41.58299191650466,44.50059449503735,45.69678706640746,44.85803540366315,49.002739179371744,89.44062928476414,89.42978000613937,89.31730891230941,78.37950271155225,79.38221426378801,77.95924281182852
