category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,92.23513464991025,39.31776929982046,33.48348743267505,41.69728904847396,63.64371184919212,26.885192998204666
Regularoty,Priority ,1041,97.50292987512009,61.95695485110472,52.448578290105665,61.38402497598463,74.44607108549471,39.767214217098946
Regularoty,Prohibitory,3957,95.37499115491535,32.069527419762444,27.824063684609552,35.96231741218096,58.756492292140514,22.770358857720492
Regularoty,Mandatory,1203,96.5079634247714,46.21692435577723,34.662493765586035,51.95325852036575,68.07841230257688,29.673848711554445
Regularoty,Special regulations,1344,92.41238839285715,39.2877306547619,38.83982142857142,49.777499999999996,63.83737351190476,27.97416666666666
