category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,91.8779712746858,91.38337971274686,90.70968132854577,90.21594703770197,89.63157989228007,89.00342459605025,87.74700179533214,86.71542190305207,86.2208842010772,84.06794883303411,83.61774685816876
Regularoty,7545,93.92932273028495,93.59813916500993,92.72347647448642,92.8030762094102,91.90201590457256,91.06641882041086,90.41785818422797,89.66206891981444,88.73408482438703,87.39549502982106,86.57339032471835
