images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
9773,93.46166581397728,93.09322930522869,92.26438145912206,92.21327535045533,91.38441317916708,90.59610764350761,89.80896961015041,88.99030696817762,88.16113782871177,86.63689757495139,85.89957740714212
