filter,ideal_42,idealnoise_42
Original,94.48497902384119,93.0116207919779
fog,44.367150312084306,77.15172618438554
night,90.05455950066509,89.31767625089535
rain,92.79611173641662,92.08003888263583
snow,83.72041543026705,88.66261127596438
day,93.95328046659164,92.81631024250488
