images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
9773,94.63953545482453,93.91194822470071,93.51278522459837,93.3996347078686,92.90977386677581,92.25437941266756,91.54867799038168,90.91435587844057,89.75793819707359,87.76167093011358,85.9108707663972
