category,images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
Dangerous warning,2228,92.81926840215439,92.41566427289047,92.41505385996409,92.14607271095151,91.87631508078994,92.05576301615798,91.74189407540395,91.96692100538596,91.51749551166965,90.88932675044884,90.44089766606822
Regularoty,7545,95.17705102717032,94.35379324055666,93.83693969516236,93.76980516898607,93.21494897282969,92.31302982107357,91.49162226640159,90.60353876739562,89.23834990059643,86.83809012591121,84.57317693836977
